Group,Table,Name,Description,Units,Module,Scenario,File,InputDir,DisplayUnits,DisplayUnitsFile,DBTable
2038,Azone,PropSFChargingAvail,Proportion of single-family dwellings in Azone that have PEV charging facilties installed or able to be installed,proportion,AssignHhVehiclePowertrain,test,azone_charging_availability.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,PropMFChargingAvail,Proportion of multi-family dwelling units in Azone that have PEV charging facilities available,proportion,AssignHhVehiclePowertrain,test,azone_charging_availability.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,PropGQChargingAvail,Proportion of group quarters dwelling units in Azone that have PEV charging facilities available,proportion,AssignHhVehiclePowertrain,test,azone_charging_availability.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,OwnedVehAccessTime,Average amount of time in minutes required for access to and egress from a household-owned vehicle for a trip,DAY,CalculateVehicleOperatingCost,test,azone_vehicle_access_times.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,HighCarSvcAccessTime,Average amount of time in minutes required for access to and egress from a high service level car service for a trip,DAY,CalculateVehicleOperatingCost,test,azone_vehicle_access_times.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,LowCarSvcAccessTime,Average amount of time in minutes required for access to and egress from a low service level car service for a trip,DAY,CalculateVehicleOperatingCost,test,azone_vehicle_access_times.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,FuelCost,Retail cost of fuel per gas gallon equivalent in dollars,USD,CalculateVehicleOperatingCost,test,azone_fuel_power_cost.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,PowerCost,Retail cost of electric power per kilowatt-hour in dollars,USD,CalculateVehicleOperatingCost,test,azone_fuel_power_cost.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,FuelTax,Tax per gas gallon equivalent of fuel in dollars,USD,CalculateVehicleOperatingCost,test,azone_veh_use_taxes.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,VmtTax,Tax per mile of vehicle travel in dollars,USD,CalculateVehicleOperatingCost,test,azone_veh_use_taxes.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,PevSurchgTaxProp,Proportion of equivalent gas tax per mile paid by hydrocarbon fuel consuming vehicles to be charged to plug-in electric vehicles per mile of travel powered by electricity,proportion,CalculateVehicleOperatingCost,test,azone_veh_use_taxes.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,NumHh,Number of households (non-group quarters),HH,CreateHouseholds,test,"","",,None,Azone_test_2038.csv
2038,Azone,NumGq,Number of people in non-institutional group quarters,PRSN,CreateHouseholds,test,"","",,None,Azone_test_2038.csv
2038,Azone,NumWkr,Number of workers residing in the zone,PRSN,PredictWorkers,test,"","",,None,Azone_test_2038.csv
2038,Azone,Global,Global group indicator,"","",test,"","","","",Azone_test_2038.csv
2038,Azone,Year,Year group indicator,"","",test,"","","","",Azone_test_2038.csv
2038,Azone,Scenario,Scenario group indicator,"","",test,"","","","",Azone_test_2038.csv
2038,Marea,Marea,,"",visioneval,test,geo.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/defs,,None,Marea_test_2038.csv
2038,Marea,DRRevMi,Annual revenue-miles of demand-responsive public transit service,MI/DAY,AssignTransitService,test,marea_transit_service.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,VPRevMi,Annual revenue-miles of van-pool and similar public transit service,MI/DAY,AssignTransitService,test,marea_transit_service.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,MBRevMi,Annual revenue-miles of standard bus public transit service,MI/DAY,AssignTransitService,test,marea_transit_service.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,RBRevMi,Annual revenue-miles of rapid-bus and commuter bus public transit service,MI/DAY,AssignTransitService,test,marea_transit_service.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,MGRevMi,Annual revenue-miles of monorail and automated guideway public transit service,MI/DAY,AssignTransitService,test,marea_transit_service.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,SRRevMi,Annual revenue-miles of streetcar and trolleybus public transit service,MI/DAY,AssignTransitService,test,marea_transit_service.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,HRRevMi,Annual revenue-miles of light rail and heavy rail public transit service,MI/DAY,AssignTransitService,test,marea_transit_service.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,CRRevMi,"Annual revenue-miles of commuter rail, hybrid rail, cable car, and aerial tramway public transit service",MI/DAY,AssignTransitService,test,marea_transit_service.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,FwyLaneMi,Lane-miles of roadways functionally classified as freeways or expressways in the urbanized portion of the metropolitan area,MI,AssignRoadMiles,test,marea_lane_miles.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,ArtLaneMi,Lane-miles of roadways functionally classified as arterials (but not freeways or expressways) in the urbanized portion of the metropolitan area,MI,AssignRoadMiles,test,marea_lane_miles.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,TransitVanFuelCI,Average carbon intensity of fuel used by transit vans (grams CO2e per megajoule),KG/GGE,Initialize,test,marea_transit_ave_fuel_carbon_intensity.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,TransitBusFuelCI,Average carbon intensity of fuel used by transit buses (grams CO2e per megajoule),KG/GGE,Initialize,test,marea_transit_ave_fuel_carbon_intensity.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,TransitRailFuelCI,Average carbon intensity of fuel used by transit rail vehicles (grams CO2e per megajoule),KG/GGE,Initialize,test,marea_transit_ave_fuel_carbon_intensity.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,TransitEthanolPropGasoline,Ethanol proportion of gasoline used by transit vehicles,proportion,Initialize,test,marea_transit_biofuel_mix.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,TransitBiodieselPropDiesel,Biodiesel proportion of diesel used by transit vehicles,proportion,Initialize,test,marea_transit_biofuel_mix.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,TransitRngPropCng,Renewable natural gas proportion of compressed natural gas used by transit vehicles,proportion,Initialize,test,marea_transit_biofuel_mix.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,VanPropDiesel,Proportion of non-electric transit van travel powered by diesel,proportion,Initialize,test,marea_transit_fuel.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,VanPropGasoline,Proportion of non-electric transit van travel powered by gasoline,proportion,Initialize,test,marea_transit_fuel.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,VanPropCng,Proportion of non-electric transit van travel powered by compressed natural gas,proportion,Initialize,test,marea_transit_fuel.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,BusPropDiesel,Proportion of non-electric transit bus travel powered by diesel,proportion,Initialize,test,marea_transit_fuel.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,BusPropGasoline,Proportion of non-electric transit bus travel powered by gasoline,proportion,Initialize,test,marea_transit_fuel.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,BusPropCng,Proportion of non-electric transit bus travel powered by compressed natural gas,proportion,Initialize,test,marea_transit_fuel.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,RailPropDiesel,Proportion of non-electric transit rail travel powered by diesel,proportion,Initialize,test,marea_transit_fuel.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,RailPropGasoline,Proportion of non-electric transit rail travel powered by gasoline,proportion,Initialize,test,marea_transit_fuel.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,VanPropIcev,Proportion of transit van travel using internal combustion engine powertrains,proportion,Initialize,test,marea_transit_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,VanPropHev,Proportion of transit van travel using hybrid electric powertrains,proportion,Initialize,test,marea_transit_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,VanPropBev,Proportion of transit van travel using battery electric powertrains,proportion,Initialize,test,marea_transit_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,BusPropIcev,Proportion of transit bus travel using internal combustion engine powertrains,proportion,Initialize,test,marea_transit_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,BusPropHev,Proportion of transit bus travel using hybrid electric powertrains,proportion,Initialize,test,marea_transit_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,BusPropBev,Proportion of transit bus travel using battery electric powertrains,proportion,Initialize,test,marea_transit_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,RailPropIcev,Proportion of transit rail travel using internal combustion engine powertrains,proportion,Initialize,test,marea_transit_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,RailPropHev,Proportion of transit rail travel using hybrid electric powertrains,proportion,Initialize,test,marea_transit_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,RailPropEv,Proportion of transit rail travel using electric powertrains,proportion,Initialize,test,marea_transit_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,RampMeterDeployProp,Proportion of freeway DVMT affected by ramp metering deployment,proportion,Initialize,test,marea_operations_deployment.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,IncidentMgtDeployProp,Proportion of freeway DVMT affected by incident management deployment,proportion,Initialize,test,marea_operations_deployment.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,SignalCoordDeployProp,Proportion of arterial DVMT affected by signal coordination deployment,proportion,Initialize,test,marea_operations_deployment.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,AccessMgtDeployProp,Proportion of arterial DVMT affected by access management deployment,proportion,Initialize,test,marea_operations_deployment.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,OtherFwyOpsDeployProp,Proportion of freeway DVMT affected by deployment of other user-defined freeway operations measures,proportion,Initialize,test,marea_operations_deployment.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,OtherArtOpsDeployProp,Proportion of arterial DVMT affected by deployment of other user-defined arterial operations measures,proportion,Initialize,test,marea_operations_deployment.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,FwyNoneCongChg,Charge per mile (U.S. dollars) of vehicle travel on freeways during periods of no congestion,USD,Initialize,test,marea_congestion_charges.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,FwyModCongChg,Charge per mile (U.S. dollars) of vehicle travel on freeways during periods of moderate congestion,USD,Initialize,test,marea_congestion_charges.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,FwyHvyCongChg,Charge per mile (U.S. dollars) of vehicle travel on freeways during periods of heavy congestion,USD,Initialize,test,marea_congestion_charges.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,FwySevCongChg,Charge per mile (U.S. dollars) of vehicle travel on freeways during periods of severe congestion,USD,Initialize,test,marea_congestion_charges.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,FwyExtCongChg,Charge per mile (U.S. dollars) of vehicle travel on freeways during periods of extreme congestion,USD,Initialize,test,marea_congestion_charges.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,ArtNoneCongChg,Charge per mile (U.S. dollars) of vehicle travel on arterials during periods of no congestion,USD,Initialize,test,marea_congestion_charges.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,ArtModCongChg,Charge per mile (U.S. dollars) of vehicle travel on arterials during periods of moderate congestion,USD,Initialize,test,marea_congestion_charges.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,ArtHvyCongChg,Charge per mile (U.S. dollars) of vehicle travel on arterials during periods of heavy congestion,USD,Initialize,test,marea_congestion_charges.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,ArtSevCongChg,Charge per mile (U.S. dollars) of vehicle travel on arterials during periods of severe congestion,USD,Initialize,test,marea_congestion_charges.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
2038,Marea,ArtExtCongChg,Charge per mile (U.S. dollars) of vehicle travel on arterials during periods of extreme congestion,USD,Initialize,test,marea_congestion_charges.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2038.csv
